Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
2CNALDEW3A6230913,2010,Chevrolet,Equinox,SPORT UTILITY 4-DR,,,,18 - 21 miles/gallon,25 - 30 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$23,360 USD"
WVGBV7AX8BW557216,2011,Volkswagen,Tiguan,SPORT UTILITY 4-DR,,,,19 miles/gallon,25 miles/gallon,2.0L L4 DOHC 16V TURBO,6A,AWD,"$26,775 USD"
1GYFK26249R177811,2009,Cadillac,Escalade,SPORT UTILITY 4-DR,,,,,,6.2L V8 OHV 16V FFV,6A,4WD,"$67,310 USD"
JHLRE48578C083343,2008,Honda,CR-V,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,5A,4WD,"$24,150 USD"
2CNFLNEC1B6263041,2011,Chevrolet,Equinox,SPORT UTILITY 4-DR,,,,16 - 20 miles/gallon,22 - 29 miles/gallon,2.4L L4 DOHC 16V,6A,AWD,"$27,970 USD"
5FNYF28638B002618,2008,Honda,Pilot,SPORT UTILITY 4-DR,,,,16 miles/gallon,22 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$33,645 USD"
1FMFU16515LA63732,2005,Ford,Expedition,SPORT UTILITY 4-DR,,,,14 miles/gallon,18 miles/gallon,5.4L V8 SOHC 16V,4A,4WD,"$38,745 USD"
JNKCV64F69M652061,2009,Infiniti,G Coupe,COUPE 2-DR,,,,18 miles/gallon,25 miles/gallon,3.7L V6 DOHC 24V,5A,AWD,"$38,700 USD"
4S4BP86C874303577,2007,Subaru,Outback,WAGON 4-DR,,,,19 miles/gallon,26 miles/gallon,3.0L H6 DOHC 24V,5A,AWD,"$31,495 USD"
JH4DC53016S011926,2006,Acura,RSX,HATCHBACK 2-DR,,,,23 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V,6M,FWD,"$23,845 USD"
3GTU2NEC2HG105271,2017,GMC,Sierra 1500,CREW CAB PICKUP 4-DR,,,,16 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$47,990 USD"
JNKBV61F58M257139,2008,Infiniti,G35,SEDAN 4-DR,,,,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$34,750 USD"
1FMCU9C75BKA28104,2011,Ford,Escape,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,2.5L L4 DOHC 16V,6A,4WD,"$22,965 USD"
3LN6L2G96DR820814,2013,Lincoln,MKZ,SEDAN 4-DR,,,,19 - 22 miles/gallon,28 - 33 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$35,925 USD"
5TBBV54128S503122,2008,Toyota,Tundra,CREW CAB PICKUP 4-DR,,,,13 miles/gallon,17 miles/gallon,5.7L V8 DOHC 32V,6A,4WD,"$31,160 USD"
2C3CDXJG2GH165533,2016,Dodge,Charger,SEDAN 4-DR,,,,18 miles/gallon,27 miles/gallon,3.6L V6 DOHC 24V,8A,AWD,"$31,995 USD"
KM8SC73E54U833223,2004,Hyundai,Santa Fe,SPORT UTILITY 4-DR,,,,17 miles/gallon,21 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$23,499 USD"
5NPEC4AC5BH013541,2011,Hyundai,Sonata,SEDAN 4-DR,,,,22 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$25,495 USD"
1C6RR7PM5GS119974,2016,RAM,1500,CREW CAB PICKUP 4-DR,,,,15 miles/gallon,21 miles/gallon,3.0L V6 DIESEL,8A,4WD,"$50,895 USD"
4S3GTAB67J3725317,2018,Subaru,Impreza,WAGON 4-DR,,,,28 miles/gallon,37 miles/gallon,2.0L H4 DOHC 16V,CVT,AWD,"$21,795 USD"
KMHGN4JE9GU111078,2016,Hyundai,Genesis,SEDAN 4-DR,,,,18 miles/gallon,29 miles/gallon,3.8L V6 DOHC 24V,6A,RWD,"$38,750 USD"
KNMAT2MV3KP548842,2019,Nissan,Rogue,SPORT UTILITY 4-DR,,,,25 miles/gallon,32 miles/gallon,2.5L L4 DOHC 16V,CVT,AWD,"$27,570 USD"
3CZRU6H51KM722263,2019,Honda,HR-V,SPORT UTILITY 4-DR,,,,26 miles/gallon,31 miles/gallon,1.8L L4 DOHC 16V,CVT,4WD,"$25,120 USD"
JN8AZ2NE9B9001869,2011,Infiniti,QX56,SPORT UTILITY 4-DR,,,,14 miles/gallon,20 miles/gallon,5.6L V8 DOHC 32V,5A,4WD,"$61,800 USD"
2C4RC1BG1CR270069,2012,Chrysler,Town & Country,SPORTS VAN,,,,17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$29,995 USD"
1GCVKREC3EZ118019,2014,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,,,,16 - 17 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$35,250 USD"
3GCRCSE09AG215229,2010,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,,,,13 - 14 miles/gallon,19 - 20 miles/gallon,5.3L V8 OHV 16V FFV,6A,RWD,"$31,465 USD"
JNKCV51F34M711848,2004,Infiniti,G35,SEDAN 4-DR,,,,17 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$32,100 USD"
5GAKVCED3BJ349269,2011,Buick,Enclave,SPORT UTILITY 4-DR,,,,16 miles/gallon,22 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$44,095 USD"
1C4NJDCB7CD684887,2012,Jeep,Compass,SPORT UTILITY 4-DR,,,,20 miles/gallon,23 miles/gallon,2.4L L4 DOHC 16V,CVT,4WD,"$26,045 USD"
WDDSJ4GB6FN215372,2015,Mercedes-Benz,CLA-Class,SEDAN 4-DR,,,,24 miles/gallon,32 miles/gallon,2.0L L4 DOHC 16V,7A,AWD,"$33,500 USD"
5LMJJ2J53EEL00786,2014,Lincoln,Navigator,SPORT UTILITY 4-DR,,,,13 miles/gallon,18 miles/gallon,5.4L V8 SOHC 24V,6A,4WD,"$58,850 USD"
WDDHF7CBXBA310151,2011,Mercedes-Benz,E-Class,SEDAN 4-DR,,,,15 miles/gallon,23 miles/gallon,5.5L V8 DOHC 32V,7A,RWD,"$57,100 USD"
WDCTG4GB3GJ230945,2016,Mercedes-Benz,GLA-Class,HATCHBACK 4-DR,,,,24 miles/gallon,32 miles/gallon,2.0L L4 DOHC 16V TURBO,7A,AWD,"$34,500 USD"
5XYPGDA53HG198932,2017,Kia,Sorento,SPORT UTILITY 4-DR,,,,18 miles/gallon,25 miles/gallon,3.3L V6 DOHC 24V,6A,AWD,"$30,790 USD"
5FNYF6H08JB025496,2018,Honda,Pilot,SPORT UTILITY 4-DR,,,,19 miles/gallon,26 miles/gallon,3.5L V6 SOHC 24V,9A,4WD,"$47,470 USD"
3C6TR5EJ3EG308565,2014,RAM,2500,CREW CAB PICKUP 4-DR,,,,,,6.4L V8,6A,4WD,
1GC1KYE80BF252424,2011,Chevrolet,Silverado 2500HD,CREW CAB PICKUP 4-DR,,,,,,6.6L V8 OHV 32V TURBO DIESEL,6A,4WD,"$44,995 USD"
1G1PC5SB3E7134042,2014,Chevrolet,Cruze,SEDAN 4-DR,,,,26 miles/gallon,38 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,FWD,"$19,810 USD"
SHHFK7H82KU405450,2019,Honda,Civic,HATCHBACK 4-DR,,,,31 miles/gallon,40 miles/gallon,2.0L L4 DOHC 16V TURBO,CVT,FWD,"$26,250 USD"
1FTEX1R66CFA75088,2012,Ford,F-150,EXTENDED CAB PICKUP 4-DR,,,,11 miles/gallon,14 miles/gallon,6.2L V8 SOHC 16V,6A,4WD,"$42,570 USD"
WDDHH8HB7BA349403,2011,Mercedes-Benz,E-Class Wagon,WAGON 4-DR,,,,16 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,7A,AWD,"$56,200 USD"
JTDKB20U940041900,2004,Toyota,Prius,HATCHBACK 4-DR,,,,60 miles/gallon,51 miles/gallon,1.5L L4 DOHC 16V HYBRID,CVT,FWD,"$20,295 USD"
1GNSKBKCXGR333745,2016,Chevrolet,Tahoe,SPORT UTILITY 4-DR,,,,16 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$55,030 USD"
2C3CDXKT5FH919440,2015,Dodge,Charger,SEDAN 4-DR,,,,,,5.7L V8 OHV 16V,5A,RWD,
1B3CB3HA0BD111621,2011,Dodge,Caliber,HATCHBACK 4-DR,,,,23 miles/gallon,27 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$18,120 USD"
1FT7W2BTXHEE34845,2017,Ford,F-250 SD,CREW CAB PICKUP 4-DR,,,,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$57,455 USD"
1VWBT7A39EC087353,2014,Volkswagen,Passat,SEDAN 4-DR,,,,24 miles/gallon,35 miles/gallon,1.8L L4 TURBO DIESEL,6A,FWD,"$24,775 USD"
1GNSKGECXGR388852,2016,Chevrolet,Suburban,SPORT UTILITY 4-DR,,,,15 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$52,700 USD"
1G1BE5SM1G7284224,2016,Chevrolet,Cruze,SEDAN 4-DR,,,,30 miles/gallon,42 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,FWD,"$21,120 USD"
5TDZK23C27S007462,2007,Toyota,Sienna,SPORTS VAN,,,,19 miles/gallon,26 miles/gallon,3.5L V6 EFI DOHC 24V,5A,FWD,"$24,155 USD"
1N4AL21E07N484496,2007,Nissan,Altima,SEDAN 4-DR,,,,26 miles/gallon,35 miles/gallon,2.5L L4 DOHC 16V,6M,FWD,"$17,950 USD"
1G8ZS57B58F261536,2008,Saturn,Aura,SEDAN 4-DR,,,,18 - 22 miles/gallon,29 - 30 miles/gallon,2.4L L4 DOHC 16V,4A,FWD,"$20,045 USD"
WDAPF3DC5E9560668,2014,Mercedes-Benz,Sprinter,CHASSIS AND CAB,,,,,,2.1L L4 DIESEL,5A,RWD,
WDAPF4DC1E9578624,2014,Mercedes-Benz,Sprinter,CHASSIS AND CAB,,,,,,2.1L L4 DIESEL,5A,RWD,
JN8AZ08T67W510115,2007,Nissan,Murano,SPORT UTILITY 4-DR,,,,20 miles/gallon,25 miles/gallon,3.5L V6 DOHC 24V,CVT,FWD,"$27,830 USD"
JN8AS5MV3DW614548,2013,Nissan,Rogue,SPORT UTILITY 4-DR,,,,22 miles/gallon,27 miles/gallon,2.5L L4 DOHC 16V,CVT,4WD,"$23,910 USD"
2C4RDGEGXHR848138,2017,Dodge,Grand Caravan,SPORTS VAN,,,,17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$32,395 USD"
4M2YU57156KJ12531,2006,Mercury,Mariner,SPORT UTILITY 4-DR,,,,19 miles/gallon,23 miles/gallon,3.0L V6 DOHC 24V,4A,4WD,"$25,035 USD"
JN8AZ18W49W156565,2009,Nissan,Murano,SPORT UTILITY 4-DR,,,,18 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$29,280 USD"
WDCTG4GB3HJ346275,2017,Mercedes-Benz,GLA-Class,HATCHBACK 4-DR,,,,23 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V TURBO,7A,AWD,"$34,850 USD"
KNAFK5A87G5604063,2016,Kia,Forte 5-Door,HATCHBACK 5-DR,,,,25 miles/gallon,33 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$19,400 USD"
KM8JN12D56U350250,2006,Hyundai,Tucson,SPORT UTILITY 2-DR,,,,20 miles/gallon,26 miles/gallon,2.6L V6 DOHC 24V,4A,FWD,"$20,395 USD"
1FTEX1EP9GFC87438,2016,Ford,F-150,EXTENDED CAB PICKUP 4-DR,,,,18 miles/gallon,23 miles/gallon,2.7L V6 DOHC 24V,6A,4WD,"$43,085 USD"
1G4HR54K55U273139,2005,Buick,LeSabre,SEDAN 4-DR,,,,20 miles/gallon,29 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$32,385 USD"
2GNFLGEK9H6323011,2017,Chevrolet,Equinox,SPORT UTILITY 4-DR,,,,20 miles/gallon,29 miles/gallon,2.4L L4 DOHC 16V FFV,6A,AWD,"$31,790 USD"
KM8JUCAG1FU044074,2015,Hyundai,Tucson,SPORT UTILITY 4-DR,,,,,,2.4L L4 DOHC 16V,6A,AWD,"$23,000 USD"
1GCEK19T6YE127563,2000,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 3-DR,,,,15 miles/gallon,18 miles/gallon,5.3L V8 OHV 16V,4A,4WD,"$26,596 USD"
2G1WB5EK4A1217903,2010,Chevrolet,Impala,SEDAN 4-DR,,,,18 - 19 miles/gallon,29 miles/gallon,3.5L V6 OHV 12V FFV,4A,FWD,
JTHBA30G055105344,2005,Lexus,ES 330,SEDAN 4-DR,,,,21 miles/gallon,29 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$32,175 USD"
1GNSKBE0XER119840,2014,Chevrolet,Tahoe,SPORT UTILITY 4-DR,,,,15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$50,490 USD"
3GCPKSE36BG129964,2011,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,,,,12 - 15 miles/gallon,18 - 21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$34,615 USD"
1FMJU1JT8KEA32672,2019,Ford,Expedition,SPORT UTILITY 4-DR,,,,17 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V FFV,6A,4WD,"$55,140 USD"
JF2SHADC5CH430609,2012,Subaru,Forester,SPORT UTILITY 4-DR,,,,21 miles/gallon,27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$23,295 USD"
2T3BFREV0FW265165,2015,Toyota,RAV4,SPORT UTILITY 4-DR,,,,22 miles/gallon,29 miles/gallon,2.5L L4 DOHC 16V,6A,AWD,"$25,080 USD"
3TMDZ5BN6HM028083,2017,Toyota,Tacoma,CREW CAB PICKUP 4-DR,,,,,,3.5L V6 DOHC 24V,6A,4WD,
1FT8W3BT7CEB63228,2012,Ford,F-350 SD,CREW CAB PICKUP 4-DR,,,,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$50,420 USD"
1N6AA1EJ9KN517860,2019,Nissan,Titan,CREW CAB PICKUP 4-DR,,,,15 miles/gallon,21 miles/gallon,5.6L V8  DOHC 32V,6A,4WD,"$39,480 USD"
JN8AZ1MWXBW178436,2011,Nissan,Murano,SPORT UTILITY 4-DR,,,,18 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$30,650 USD"
1GTW7FCA2E1912661,2014,GMC,Savana,CARGO VAN,,,,10 miles/gallon,15 - 16 miles/gallon,4.8L V8 OHV 16V FFV,6A,RWD,"$29,215 USD"
5TDJZRFH5JS900449,2018,Toyota,Highlander,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$41,550 USD"
5LMJJ2LT4GEL05199,2016,Lincoln,Navigator,SPORT UTILITY 4-DR,,,,15 miles/gallon,20 miles/gallon,3.5L V6 DOHC 24V FFV,6A,4WD,"$74,150 USD"
1GNUKCE0XAR275238,2010,Chevrolet,Tahoe,SPORT UTILITY 4-DR,,,,,,5.3L V8 OHV 16V FFV,6A,4WD,"$53,615 USD"
KNDJP3A54E7054752,2014,Kia,Soul,WAGON 4-DR,,,,23 - 24 miles/gallon,28 - 29 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$18,200 USD"
1FT7W2B67KED76534,2019,Ford,F-250 SD,CREW CAB PICKUP 4-DR,,,,,,6.2L V8 OHV 16V,6A,4WD,"$58,605 USD"
5XYPGDA3XKG448317,2019,Kia,Sorento,SPORT UTILITY 4-DR,,,,21 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,6A,AWD,"$29,290 USD"
2HGFA16886H525517,2006,Honda,Civic,SEDAN 4-DR,,,,30 miles/gallon,40 miles/gallon,1.8L L4 SOHC 16V,5A,FWD,"$19,060 USD"
1FMCU9DG7CKC22245,2012,Ford,Escape,SPORT UTILITY 4-DR,,,,18 - 20 miles/gallon,23 - 26 miles/gallon,3.0L V6 DOHC 24V,6A,4WD,
5FNRL6H56KB055932,2019,Honda,Odyssey,SPORTS VAN,,,,19 miles/gallon,28 miles/gallon,3.5L V6 SOHC 24V,9A,FWD,"$34,060 USD"
3GCPKSEA7CG193821,2012,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,,,,12 - 15 miles/gallon,18 - 21 miles/gallon,4.8L V8 OHV 16V,4A,4WD,"$35,545 USD"
1FBZX2ZM3GKA81342,2016,Ford,Transit,PASSENGER VAN,,,,14 miles/gallon,19 miles/gallon,3.7L V6 DOHC 24V,6A,RWD,"$38,120 USD"
JM3TB3DA2B0310236,2011,Mazda,CX-9,SPORT UTILITY 4-DR,,,,16 miles/gallon,22 miles/gallon,3.7L V6 DOHC 24V,6A,AWD,"$34,535 USD"
1FTEW1EP4LKD66407,2020,Ford,F-150,CREW CAB PICKUP 4-DR,,,,15 miles/gallon,21 miles/gallon,2.7L V6 DOHC 24V,6A,4WD,"$45,520 USD"
2LMPJ8LR1HBL37095,2017,Lincoln,MKX,SPORT UTILITY 4-DR,,,,16 miles/gallon,23 miles/gallon,3.7L V6 DOHC 24V,6A,AWD,"$48,055 USD"
2C4RDGCG0CR318708,2012,Dodge,Grand Caravan,SPORTS VAN,,,,17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$26,495 USD"
3C63RRGL6JG120249,2018,RAM,3500,CREW CAB PICKUP 4-DR,,,,,,6.7L L6 OHV 24V TURBO DIESEL,6A,4WD,"$40,045 USD"
5TELU4EN0AZ702527,2010,Toyota,Tacoma,CREW CAB PICKUP 4-DR,,,,14 miles/gallon,18 miles/gallon,4.0L V6 DOHC 24V,6M,4WD,"$25,870 USD"
KM8SM4HF9HU190510,2017,Hyundai,Santa Fe,SPORT UTILITY 4-DR,,,,18 miles/gallon,25 miles/gallon,3.3L V6 DOHC 24V,6A,FWD,"$30,800 USD"
2FMPK4AP2HBC49739,2017,Ford,Edge,SPORT UTILITY 4-DR,,,,17 miles/gallon,24 miles/gallon,2.7L V6 DOCH 24V,6A,AWD,"$40,900 USD"
2FMPK4AP2HBB20061,2017,Ford,Edge,SPORT UTILITY 4-DR,,,,17 miles/gallon,24 miles/gallon,2.7L V6 DOCH 24V,6A,AWD,"$40,900 USD"
1GNUKKE35AR173561,2010,Chevrolet,Suburban,SPORT UTILITY 4-DR,,,,,,5.3L V8 OHV 16V FFV,6A,4WD,"$55,625 USD"
1C6RR7FT0JS303171,2018,RAM,1500,EXTENDED CAB PICKUP,,,,16 miles/gallon,23 miles/gallon,5.7L V8 OHV 16V,8A,4WD,"$34,495 USD"
JTEHT05J922020441,2002,Toyota,Land Cruiser,SPORT UTILITY 4-DR,,,,13 miles/gallon,16 miles/gallon,4.7L V8 DOHC 32V,4A,4WD,"$52,595 USD"
JF1VA2S64F9804120,2015,Subaru,WRX,SEDAN 4-DR,,,,17 miles/gallon,23 miles/gallon,2.5L H4 DOHC 16V,6M,AWD,"$38,495 USD"
1G1RC6S55HU146370,2017,Chevrolet,Volt,SEDAN 4-DR,,,,,,1.5L L4 DOHC 16V,CVT,FWD,"$33,220 USD"
5UXKR2C53G0R72492,2016,BMW,X5,SPORT UTILITY 4-DR,,,,18 miles/gallon,25 miles/gallon,3.0L L6 DOHC 24V,8A,RWD,"$53,900 USD"
JTHCH96S760003908,2006,Lexus,GS,SEDAN 4-DR,,,,21 miles/gallon,27 miles/gallon,3.0L V6 DOHC 24V,6A,4WD,"$45,100 USD"
KL8CB6S93EC542116,2014,Chevrolet,Spark,HATCHBACK 4-DR,,,,30 miles/gallon,39 miles/gallon,1.2L L4 16V DOHC,CVT,FWD,"$13,480 USD"
2T2GA31U54C015647,2004,Lexus,RX 330,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$35,275 USD"
5UXFB53515LV11925,2005,BMW,X5,SPORT UTILITY 4-DR,,,,16 miles/gallon,22 miles/gallon,4.4L V8 DOHC 32V,5A,4WD,"$52,800 USD"
1GC2KUEG8FZ123372,2015,Chevrolet,Silverado 2500HD,EXTENDED CAB PICKUP 4-DR,,,,,,6.0L V8 OHV 16V FFV,6A,4WD,"$36,445 USD"
1GCHK53K09F190934,2009,Chevrolet,Silverado 2500HD,CREW CAB PICKUP 4-DR,,,,,,6.0L V8 OHV 16V,6A,4WD,"$37,655 USD"
JF1SG63687H701913,2007,Subaru,Forester,SPORT UTILITY 4-DR,,,,22 - 23 miles/gallon,28 - 29 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$21,195 USD"
WVGAV7AX4BW531014,2011,Volkswagen,Tiguan,SPORT UTILITY 4-DR,,,,18 - 20 miles/gallon,25 - 26 miles/gallon,2.0L L4 DOHC 16V TURBO,6A,FWD,"$23,720 USD"
1FMCU9JX7EUE44926,2014,Ford,Escape,SPORT UTILITY 4-DR,,,,21 - 22 miles/gallon,28 - 30 miles/gallon,1.6L L4 DOHC 16V,6A,4WD,"$30,850 USD"
1N4AA5AP4DC806217,2013,Nissan,Maxima,SEDAN 4-DR,,,,19 miles/gallon,26 miles/gallon,3.5L V6 DOHC 24V,CVT,FWD,"$35,570 USD"
KM8J33A42HU496305,2017,Hyundai,Tucson,SPORT UTILITY 4-DR,,,,23 miles/gallon,30 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$22,700 USD"
JN8AF5MV6ET365346,2014,Nissan,Juke,SPORT UTILITY 4-DR,,,,25 miles/gallon,30 miles/gallon,1.6L L4 DOHC 16V,CVT,4WD,"$20,990 USD"
YV1VS27543F970197,2003,Volvo,S40,SEDAN 4-DR,,,,22 miles/gallon,30 miles/gallon,1.9L L4 DOHC 16V TURBO,5A,FWD,"$23,900 USD"
1FT8W3BT4HED82364,2017,Ford,F-350 SD,CREW CAB PICKUP 4-DR,,,,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$58,630 USD"
WBA3D5C57EKX99323,2014,BMW,3-Series,SEDAN 4-DR,,,,31 miles/gallon,43 miles/gallon,2.0L L4 DOHC 16V TURBO DIESEL,8A,AWD,"$40,600 USD"
WD0PE745075145963,2007,Dodge,Sprinter Van,CARGO VAN,,,,,,3.0L V6 DOHC 24V TURBO DIESEL,5A,RWD,"$32,150 USD"
JTEES41A482048188,2008,Toyota,Highlander,SPORT UTILITY 4-DR,,,,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$28,750 USD"
5J6RE48579L011146,2009,Honda,CR-V,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,5A,4WD,"$24,695 USD"
SALCR2BG4GH576493,2016,Land Rover,Discovery Sport,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,2.0L L4,9A,4WD,"$41,955 USD"
SALSK2D4XBA711612,2011,Land Rover,Range Rover Sport,SPORT UTILITY 4-DR,,,,13 miles/gallon,18 miles/gallon,4.4L V8 DOHC 32V,6A,AWD,"$59,645 USD"
WD4PG2EE7G3129202,2016,Mercedes-Benz,Metris,PASSENGER VAN,,,,,,2.0L L4 DOHC 16V,7A,RWD,"$32,500 USD"
YV4902BZ5E1180251,2014,Volvo,XC70,WAGON 4-DR,,,,17 miles/gallon,23 - 24 miles/gallon,3.0L L6 DOHC 24V,6A,AWD,"$40,950 USD"
KM8NUDCC3CU190957,2012,Hyundai,Veracruz,SPORT UTILITY 4-DR,,,,16 miles/gallon,21 miles/gallon,3.8L V6 DOHC 24V,6A,4WD,"$36,195 USD"
JN8AZ08W47W660296,2007,Nissan,Murano,SPORT UTILITY 4-DR,,,,20 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$29,430 USD"
1D8GU586X7W607136,2007,Dodge,Nitro,SPORT UTILITY 4-DR,,,,17 miles/gallon,22 miles/gallon,4.0L V6 SOHC 24V,5A,4WD,"$27,390 USD"
4JGBB56E39A528248,2009,Mercedes-Benz,M-Class,SPORT UTILITY 4-DR,,,,15 miles/gallon,20 miles/gallon,3.5L V6 DOHC 24V,7A,AWD,"$47,100 USD"
W04GR5EC8B1006138,2011,Buick,Regal,SEDAN 4-DR,,,,19 miles/gallon,30 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$26,245 USD"
1FTBF2BT0HED03191,2017,Ford,F-250 SD,REGULAR CAB PICKUP 2-DR,,,,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$35,330 USD"
1HGCP3F88BA014962,2011,Honda,Accord,SEDAN 4-DR,,,,20 miles/gallon,30 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$29,430 USD"
1N4AL3APXFN912614,2015,Nissan,Altima,SEDAN 4-DR,,,,27 miles/gallon,38 miles/gallon,2.5L L4 DOHC 16V,CVT,FWD,"$28,150 USD"
1FMYU93106KD46574,2006,Ford,Escape,SPORT UTILITY 4-DR,,,,19 miles/gallon,23 miles/gallon,3.0L V6 DOHC 24V,4A,4WD,"$25,140 USD"
1FAHP60A62Y105002,2002,Ford,Thunderbird,CONVERTIBLE 2-DR,,,,17 miles/gallon,23 miles/gallon,3.9L V8 DOHC 32V,5A,RWD,"$35,390 USD"
1FDWE3F65JDC31748,2018,Ford,F-350 SD,CREW CAB PICKUP 4-DR,,,,,,6.2L V8 OHV 16V,6A,4WD,
1GNDT13S862352551,2006,Chevrolet,TrailBlazer,SPORT UTILITY 4-DR,,,,15 miles/gallon,21 miles/gallon,4.2L L6 DOHC 24V,4A,4WD,"$26,530 USD"
4S3BMBC62D3011773,2013,Subaru,Legacy,SEDAN 4-DR,,,,24 miles/gallon,32 miles/gallon,2.5L H4 SOHC 16V,CVT,AWD,"$22,495 USD"
1GC0KUEG0FZ517360,2015,Chevrolet,Silverado 2500HD,REGULAR CAB PICKUP 2-DR,,,,,,6.0L V8 OHV 16V FFV,6A,4WD,"$34,265 USD"
2G1WB5E3XE1177986,2014,Chevrolet,Impala Limited,SEDAN 4-DR,,,,,,3.6L V6 DOHC 16V FFV,6A,FWD,
1FTFW1EF6GFC31875,2016,Ford,F-150,CREW CAB PICKUP 4-DR,,,,15 miles/gallon,21 miles/gallon,5.0L V8,6A,4WD,"$38,100 USD"
JF1GPAC6XCH230186,2012,Subaru,Impreza,WAGON 4-DR,,,,25 - 27 miles/gallon,33 - 36 miles/gallon,2.0L H4 DOHC 16V,CVT,AWD,"$19,295 USD"
4S4BSALCXF3270998,2015,Subaru,Outback,WAGON 4-DR,,,,25 miles/gallon,33 miles/gallon,2.5L H4 DOHC 16V,6A,AWD,"$29,995 USD"
JF2SH6AC7AG723884,2010,Subaru,Forester,SPORT UTILITY 4-DR,,,,20 miles/gallon,26 miles/gallon,2.5L H4 SOHC 16V,5M,AWD,"$20,295 USD"
1GCWGAFG2K1222083,2019,Chevrolet,Express,CARGO VAN,,,,,,6.0L V8 OHV 16V FFV,6A,RWD,"$31,900 USD"
1C4RJFJM5EC415426,2014,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,,,,14 - 20 miles/gallon,20 - 28 miles/gallon,3.0L V6 DOHC 24V DIESEL,5A,4WD,"$50,995 USD"
1FT8W3DT5GEA13802,2016,Ford,F-350 SD,CREW CAB PICKUP 4-DR,,,,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$57,905 USD"
