vin,price,condition,fuel,size,type,odometer,state,lat,long
5GZCZ53487S843195,1950,excellent,gas,compact,SUV,230950.0,ks,36.745,-95.9325
1G1YY26UX75106026,0,excellent,gas,sub-compact,coupe,17268.0,ks,36.745,-95.9325
1FTKR1YG4FKA33330,0,good,gas,mid-size,van,0.0,nc,33.7115,-78.9096
1GKKVRED6BJ357971,5500,excellent,gas,full-size,SUV,155145.0,ks,36.745,-95.9325
3GCUKREC0JG317311,0,excellent,gas,mid-size,truck,83633.0,ks,36.745,-95.9325
ARR11541000887,9500,like new,gas,mid-size,convertible,52000.0,ny,40.7255,-73.9983
1C6RR6LT5ES233476,0,excellent,gas,mid-size,truck,119075.0,ks,36.745,-95.9325
4M2EU48E37UJ19224,6500,excellent,gas,full-size,SUV,135656.0,nc,36.6858,-80.8601
2HGFG4A56FH704331,16495,good,gas,mid-size,coupe,49818.0,fl,25.8315,-80.2484
1FTPX145X6KB75097,5997,excellent,gas,full-size,truck,253627.0,ok,36.0622,-95.7975
55SWF4JBXJUZ73710,33000,like new,gas,full-size,sedan,18900.0,nc,35.2731,-80.9571
4T4BF1FK8DR326103,7950,excellent,gas,mid-size,sedan,133000.0,or,45.4881,-122.58
1FM5K7B80DGC38936,14997,excellent,gas,full-size,SUV,55664.0,ok,36.0622,-95.7975
JTHKD5BH7C2108393,11995,excellent,hybrid,compact,sedan,109223.0,or,45.4881,-122.58
WBAVM5C56EVV92025,2000,like new,gas,full-size,SUV,59845.0,fl,26.0085,-80.2251
5J6TF2H51AL011297,10995,excellent,gas,mid-size,sedan,139204.0,or,45.4881,-122.58
WMWML33529TP98592,6995,excellent,gas,sub-compact,coupe,101960.0,or,45.4881,-122.58
JM1BL1VG3B1900741,6995,excellent,gas,compact,sedan,102825.0,or,45.4881,-122.58
2HGFG3B54FH530168,12788,good,gas,mid-size,coupe,91050.0,or,43.6307,-116.251
2FDLF47M7LCB27459,9500,good,diesel,full-size,truck,82444.0,va,35.4013,-80.2006
1FTRW14W88FA74026,28995,excellent,gas,full-size,pickup,86238.0,or,46.0471,-118.40899999999999
5TETU62N16Z266830,11995,excellent,gas,full-size,truck,122300.0,fl,25.8042,-80.2405
5NPDH4AE9EH481274,5250,excellent,gas,mid-size,sedan,134022.0,nc,35.1287,-80.9338
3TMLU4EN5DM118125,18000,excellent,gas,mid-size,offroad,188000.0,or,45.5077,-118.027
3GCRKSE34AG195811,12988,good,gas,full-size,truck,187124.0,ks,39.1372,-95.9549
1GCEK29JX9Z144140,11995,good,gas,full-size,truck,0.0,ks,39.1372,-95.9549
1GCGK13U51F190311,9995,good,gas,full-size,truck,187592.0,ks,39.1372,-95.9549
1GKKRNED6BJ123021,7988,good,gas,full-size,SUV,125480.0,ks,39.1372,-95.9549
SALFR24N18H106738,5800,good,gas,full-size,SUV,137553.0,va,36.6709,-79.8805
5UXKR0C52F0P08828,3000,like new,gas,full-size,SUV,90098.0,fl,25.9894,-80.2153
WDDHF5KB4EA887249,18850,excellent,gas,full-size,sedan,55259.0,nc,35.1287,-80.9338
2G1WU581469118312,6500,like new,gas,full-size,sedan,92297.0,ma,41.6338,-70.9958
1D4GP24383B162965,1900,good,gas,full-size,van,0.0,ks,39.1372,-95.9549
2A4RR5D16AR257341,5999,excellent,gas,full-size,mini-van,178918.0,nc,35.6565,-80.4747
1G2NW12E93C321481,2900,good,gas,mid-size,coupe,150471.0,ks,39.1372,-95.9549
1GCSKPE33AZ169585,7995,good,gas,full-size,truck,216502.0,ks,39.1372,-95.9549
1G2AL15F077119168,3900,good,gas,mid-size,coupe,0.0,ks,39.1372,-95.9549
1FAFP44422F146030,3900,good,gas,mid-size,convertible,0.0,ks,39.1372,-95.9549
1G1AK12F257542312,2900,good,gas,mid-size,coupe,0.0,ks,39.1372,-95.9549
19UUA5656XA025103,3700,good,gas,mid-size,sedan,205367.0,la,32.442,-93.7513
1GNSKJE72DR240920,8995,good,gas,full-size,SUV,218422.0,ok,36.0115,-95.6871
1G2AL15F277282999,2900,good,gas,mid-size,coupe,123427.0,ks,39.1372,-95.9549
1G1LV15M8TY185316,3900,good,gas,mid-size,coupe,70403.0,ks,39.1372,-95.9549
1GNEC16ZX4J140394,3995,good,gas,full-size,SUV,214851.0,ok,36.0117,-95.6868
1GKKVRKD0DJ243570,11995,good,gas,full-size,SUV,118094.0,ks,39.1372,-95.9549
2G1WH52K639211270,2795,good,gas,mid-size,sedan,180176.0,ok,36.0115,-95.6867
1G2NV52E7YM749027,2995,good,gas,mid-size,sedan,87352.0,ok,36.0113,-95.6868
JTDDR32T950181400,4795,excellent,gas,compact,coupe,162784.0,ok,36.0117,-95.6871
3GNEK13T43G157114,11995,good,gas,full-size,truck,119795.0,ks,39.1372,-95.9549
3VWSR69M35M027640,2995,good,diesel,compact,sedan,227975.0,ok,36.0115,-95.6866
3GTP2UEA0BG203034,13995,good,gas,full-size,truck,96916.0,ks,39.1372,-95.9549
1G1AA1F54A7207308,4995,good,gas,mid-size,coupe,116005.0,ks,39.1372,-95.9549
KNAGE228X95311351,5000,excellent,gas,mid-size,sedan,117000.0,fl,26.6417,-80.1049
4S3BMCJ6XB3216022,8700,excellent,gas,mid-size,sedan,99860.0,nc,35.4011,-80.8695
JTHBA30G645040451,3000,fair,gas,full-size,sedan,268745.0,nc,35.6187,-80.4022
1B7FL46X92S528687,3900,good,gas,full-size,truck,183186.0,ks,39.1372,-95.9549
1G1JC1248Y7326836,1900,good,gas,mid-size,coupe,208490.0,ks,39.1372,-95.9549
3D7KS28C56G102529,13988,good,gas,full-size,truck,195512.0,ks,39.1372,-95.9549
1FTYR14U9WPB10492,2900,good,gas,full-size,truck,179362.0,ks,39.1372,-95.9549
1FTNW21F1YEA02714,9995,good,diesel,full-size,truck,219678.0,ks,39.1372,-95.9549
1GKKVTED4BJ281003,8000,good,gas,full-size,SUV,186456.0,ks,39.1372,-95.9549
1GKKVTED4BJ281003,8000,good,gas,full-size,SUV,186456.0,ks,39.1372,-95.9549
2A4GP54L87R272897,3900,good,gas,full-size,van,156868.0,ks,39.1372,-95.9549
1GNDX13E04D208167,1900,good,gas,full-size,van,213031.0,ks,39.1372,-95.9549
1GCGK13U63F199361,8995,good,gas,full-size,truck,172026.0,ks,39.1372,-95.9549
2GCEK190581191925,10988,good,gas,full-size,truck,147245.0,ks,39.1372,-95.9549
1GCEK19T02Z238190,6995,good,gas,full-size,truck,0.0,ks,39.1372,-95.9549
3D7KS26A57G800769,10988,good,diesel,full-size,truck,0.0,ks,39.1372,-95.9549
1GCHK29U13E303391,9995,good,gas,full-size,truck,0.0,ks,39.1372,-95.9549
1GTHK29215E247986,13988,good,gas,full-size,truck,228136.0,ks,39.1372,-95.9549
1GCGK13U63F199361,8995,good,gas,full-size,truck,172026.0,ks,39.1372,-95.9549
2GCEK190581191925,10988,good,gas,full-size,truck,147245.0,ks,39.1372,-95.9549
1GCEK19T02Z238190,6995,good,gas,full-size,truck,0.0,ks,39.1372,-95.9549
3D7KS26A57G800769,10988,good,diesel,full-size,truck,0.0,ks,39.1372,-95.9549
1GTHK29215E247986,13988,good,gas,full-size,truck,228136.0,ks,39.1372,-95.9549
1GCHK29U13E303391,9995,good,gas,full-size,truck,0.0,ks,39.1372,-95.9549
2G1WB5E3XF1112167,10495,excellent,gas,full-size,sedan,70897.0,or,44.0443,-123.00299999999999
1GNDT13SX42218590,4995,good,gas,full-size,SUV,131576.0,or,44.0481,-123.12299999999999
1C4RJFAG5DC506897,9200,excellent,gas,full-size,SUV,86000.0,nc,34.9681,-81.0489
5TDBY64A28S014742,17500,excellent,gas,full-size,SUV,144500.0,or,44.1005,-123.133
WMWMF3C57ATZ64827,8995,excellent,gas,mid-size,coupe,83316.0,or,44.0481,-123.12299999999999
1GCCS399588206762,5500,good,gas,mid-size,pickup,139407.0,nc,35.1714,-80.9084
1LNLM82W7RY776119,3500,excellent,gas,full-size,sedan,84000.0,ks,39.0421,-95.6449
5TDZA22C64S007691,3495,good,gas,full-size,mini-van,246000.0,ks,38.5785,-95.5362
2HGFB2F8XCH554273,9495,like new,gas,mid-size,sedan,101136.0,ma,41.756,-71.1492
JTMDF4DV4AD031825,10995,excellent,gas,mid-size,SUV,114969.0,ma,41.756,-71.1492
3D7KR28D35G713405,10000,good,gas,full-size,pickup,110000.0,ga,34.109,-83.8143
YV4CZ982X81420848,6995,excellent,gas,mid-size,SUV,136000.0,ks,37.7346,-97.3358
JTEEW41A582012269,9999,excellent,hybrid,full-size,SUV,163500.0,or,44.1005,-123.133
JTDKDTB37C1506428,4998,excellent,hybrid,compact,sedan,224000.0,ok,36.0165,-95.7
KMHGC4DE8BU116010,5598,excellent,gas,mid-size,sedan,150000.0,ok,36.0165,-95.7
19XFB2E51FE051706,7998,excellent,gas,compact,sedan,170000.0,ok,36.0165,-95.7
1FTPW14577FB59162,11900,excellent,gas,full-size,truck,166000.0,ks,36.6955,-93.115
3GNEK12Z55G128326,14900,excellent,gas,full-size,SUV,96000.0,ks,36.6955,-93.115
WDBCA35E7KA484650,5900,good,gas,full-size,sedan,183066.0,ok,36.1405,-95.9557
JTEBU5JRXK5623344,44995,excellent,gas,full-size,SUV,15125.0,or,44.0915,-121.40700000000001
1GKDS13S532155283,2600,excellent,gas,mid-size,SUV,259390.0,ga,33.9921,-83.7251
JM3ER293880198222,3900,excellent,gas,mid-size,SUV,116000.0,or,44.0915,-121.40700000000001
3N1BC1CP4BL444330,2750,excellent,gas,mid-size,hatchback,142347.0,ks,36.745,-95.9325
JN8AY2NC4L9617854,0,excellent,gas,full-size,SUV,10224.0,ks,36.745,-95.9325
1FM5K8D8XHGB26072,0,excellent,gas,full-size,SUV,72469.0,ks,36.7214,-95.9352
1GCEK19Z55Z170932,3995,fair,gas,full-size,truck,213509.0,ks,37.6058,-97.2803
2HGFG12848H552995,5995,good,gas,mid-size,coupe,135325.0,pa,41.4127,-80.3586
YV140MEK3H1337894,22995,like new,gas,compact,wagon,28846.0,or,45.5248,-122.656
1VWCN7A35DC121611,11995,good,diesel,mid-size,sedan,55977.0,or,45.5248,-122.656
1FTXW43R48ED68260,27995,good,diesel,full-size,pickup,137025.0,or,44.0915,-121.40700000000001
WBXHT3Z34G4A51356,25950,excellent,gas,mid-size,SUV,44000.0,ak,61.1535,-149.829
5TDBT48A75S244477,7995,good,gas,full-size,SUV,236979.0,or,44.0915,-121.40700000000001
2LMHJ5AT0GBL00040,0,excellent,gas,full-size,wagon,83215.0,ks,36.7214,-95.9352
1C6RR6LT5ES233476,0,excellent,gas,mid-size,truck,119075.0,ks,36.745,-95.9325
1C6RR7FT2ES167129,18995,good,gas,full-size,truck,97406.0,pa,41.4127,-80.3586
1GCHTCFE9C8104345,14895,good,gas,full-size,truck,119676.0,pa,41.4127,-80.3586
1J4GW48N31C732542,3400,good,gas,full-size,SUV,136239.0,va,36.6709,-79.8805
2FMDK36C17BB26208,6400,good,gas,full-size,SUV,162077.0,va,36.6709,-79.8805
1N6MD26Y34C445509,7995,excellent,gas,mid-size,pickup,141000.0,ks,37.7346,-97.3359
4M2CU87168KJ48131,3400,good,gas,full-size,SUV,191646.0,va,36.6709,-79.8805
2FMDK39C88BB14229,6400,good,gas,full-size,SUV,161353.0,va,36.6709,-79.8805
3C3CFFAR3CT102447,3000,good,gas,compact,hatchback,117400.0,ny,40.7095,-73.9563
1FBZX2ZM0GKA97241,22000,excellent,gas,full-size,wagon,45211.0,ak,61.1901,-149.936
1N6AA06B34N568923,7600,good,gas,full-size,truck,181611.0,va,36.6709,-79.8805
JTDKB20U540070228,4195,excellent,hybrid,mid-size,hatchback,135400.0,va,38.2481,-77.4681
4S3BMBK61C3012655,9900,excellent,gas,full-size,sedan,87000.0,ny,40.597,-74.077
5FNRL38678B406816,5798,good,gas,full-size,mini-van,157531.0,nc,35.0873,-80.9315
1N4AZ1CP7KC303597,16998,like new,electric,compact,hatchback,69819.0,nc,35.0869,-80.9311
1FTYR10C0XPB81255,4200,good,gas,mid-size,pickup,141626.0,nc,35.8819,-80.3213
1FMJU1HT3HEA34487,0,excellent,gas,full-size,SUV,66018.0,ks,36.7214,-95.9352
4M2CN8BG4AKJ20617,5900,excellent,gas,mid-size,SUV,145616.0,nc,35.8819,-80.3213
1GKKVRED6BJ357971,5500,excellent,gas,full-size,SUV,155145.0,ks,36.745,-95.9325
3FA6P0H79ER261762,125,fair,gas,compact,sedan,125.0,ny,40.7436,-73.9216
1FTFW1EV6AFB19513,16500,excellent,gas,full-size,pickup,129604.0,ks,37.6791,-97.3216
5GZCZ53487S843195,1950,excellent,gas,compact,SUV,230950.0,ks,36.745,-95.9325
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.7139,-74.007
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.6179,-73.9856
4S4BP63C884307963,7400,excellent,gas,full-size,wagon,116000.0,ny,40.597,-74.077
3GYVKMEF0AG145132,0,excellent,gas,full-size,pickup,75121.0,or,45.3754,-122.602
3N1CN7AP7KL836299,11900,like new,gas,mid-size,sedan,30620.0,nc,35.8819,-80.3213
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.7139,-74.007
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.7347,-73.723
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.6052,-74.1795
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,41.0113,-73.8413
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.7056,-74.0083
1FA6P8AM2G5267391,17991,good,gas,mid-size,coupe,66149.0,ks,37.6504,-97.3351
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.8737,-73.8712
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.7139,-74.007
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.5644,-74.1468
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,40.7095,-73.9563
1HGCV2F57JA000779,250,new,gas,compact,sedan,2500.0,ny,43.3024,-74.9977
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,41.0113,-73.8413
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.7808,-73.9772
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,43.3024,-74.9977
1FAFP42X52F101385,7900,like new,gas,mid-size,coupe,96000.0,ks,36.484,-97.098
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.8153,-73.9072
1HGCV1F33JA005342,175,new,gas,full-size,sedan,11104.0,ny,40.6784,-73.9211
1FADP3K22GL218081,6500,excellent,gas,mid-size,sedan,70000.0,ks,37.6223,-97.3136
KNMAT2MVXFP567717,13995,good,gas,full-size,SUV,38984.0,ca,34.1395,-118.382
2C3CDZC92JH116043,57500,excellent,gas,full-size,coupe,25185.0,ca,34.2723,-118.7
WBANW53588CT55076,8000,excellent,gas,full-size,sedan,114000.0,ny,40.6913,-73.8585
1LN6L9HK7J5609985,17800,like new,gas,full-size,sedan,108932.0,ny,40.5142,-74.2496
5NPEU46F49H461733,5400,good,gas,mid-size,sedan,77915.0,nc,35.2121,-80.7549
WDCTG4GB4JJ432085,26500,like new,gas,full-size,hatchback,46630.0,ks,37.7389,-97.3588
1GKS1BKC7GR313999,0,excellent,gas,full-size,SUV,53710.0,ks,36.7214,-95.9352
5TDZT34A94S219030,4750,excellent,gas,mid-size,SUV,254.0,ca,34.2454,-118.42200000000001
WDCGG8JB0EG175253,18995,good,gas,compact,SUV,63969.0,or,45.5248,-122.656
3VWPF71K17M071475,4300,excellent,gas,compact,sedan,156242.0,nc,34.9947,-81.2245
WMWMF33509TU74001,4500,good,gas,compact,coupe,105550.0,nc,35.1149,-80.705
WDDSJ4EB7HN398495,23500,excellent,gas,sub-compact,coupe,50782.0,ca,33.8826,-118.353
5FNRL5H25CB101803,7500,good,gas,sub-compact,mini-van,102000.0,nc,35.8713,-80.0913
5FNYF4H57DB004661,0,excellent,gas,full-size,SUV,115557.0,nc,36.1728,-80.1677
3FA6P0LU5HR358054,14995,excellent,hybrid,mid-size,sedan,52883.0,ca,33.8826,-118.353
3FA6P0G76HR358679,13995,excellent,gas,mid-size,sedan,50115.0,ca,33.8826,-118.353
1GBDV13167D181173,9995,good,gas,mid-size,mini-van,55625.0,ca,33.8748,-117.553
1N4AL21E98N546866,6300,good,gas,full-size,sedan,81601.0,ny,40.5758,-73.9499
5TBJN321X4S439246,6900,excellent,gas,full-size,pickup,82171.0,ny,41.177,-73.1336
YV1SZ58D621079409,5937,excellent,gas,mid-size,offroad,112.0,ca,34.2454,-118.42200000000001
1N4CL21EX7C194044,4990,like new,hybrid,full-size,sedan,84250.0,ny,40.7239,-73.8997
1FTYR1ZM2KKB00662,27844,excellent,gas,full-size,van,10250.0,nc,36.6434,-76.242
JHMES96634S020641,4425,excellent,hybrid,mid-size,sedan,1.0,ca,34.2454,-118.42200000000001
JF1VA1G69F9834569,16900,like new,gas,mid-size,sedan,64307.0,ny,41.177,-73.1336
WDBJF74J2YB020229,11990,excellent,gas,full-size,sedan,118105.0,ny,40.7173,-73.8792
1GNDS13S182245363,6699,excellent,gas,mid-size,SUV,350.0,ca,34.2454,-118.42200000000001
4S4BRBCC8D3223063,7500,like new,gas,full-size,SUV,154468.0,ny,41.177,-73.1336
5FNRL18603B059505,3990,excellent,gas,full-size,mini-van,126000.0,va,38.9268,-78.1796
1GGEK19B45E157700,8900,excellent,gas,full-size,pickup,84900.0,ny,40.7173,-73.8792
JN8AS5MV5AW611209,4995,excellent,gas,mid-size,SUV,140000.0,va,38.0549,-77.3499
5TFBV54158X048557,9500,fair,gas,full-size,pickup,90000.0,ny,40.678000000000004,-73.77600000000001
WDDGF8AB7DR256574,13995,excellent,gas,mid-size,sedan,101993.0,ny,41.9099,-72.6029
1FADP5AU6DL517177,7800,excellent,gas,mid-size,hatchback,56000.0,nc,34.8285,-82.3516
1J4RS5GG9BC716070,11800,excellent,gas,full-size,SUV,99000.0,nc,34.8285,-82.3516
1GYFK26249R177811,12500,excellent,gas,full-size,SUV,188000.0,nc,36.0343,-79.7905
1FT7X2AT6EEA51494,19600,good,diesel,full-size,pickup,131000.0,nc,36.0961,-79.2736
1FT7W2BTXCEA29304,45990,good,diesel,full-size,truck,48020.0,or,44.257,-121.18
5FNRL3H42AB051624,6495,like new,gas,full-size,van,178851.0,nc,35.9426,-80.0006
1HGCR2F36HA012015,17200,excellent,gas,full-size,sedan,32701.0,nc,35.4733,-80.8726
1GNEC13Z72R283905,6495,like new,gas,full-size,SUV,182032.0,nc,35.9426,-80.0006
1J4FT28S7TL171327,4995,like new,gas,full-size,SUV,199221.0,nc,35.9426,-80.0006
1FTCR10A5RTA41933,5995,like new,gas,full-size,truck,113742.0,nc,35.9426,-80.0006
3C4PDDAG4HT596783,11995,excellent,gas,full-size,SUV,116101.0,nc,35.8846,-80.0523
2GNALCEK5H1530656,0,excellent,gas,mid-size,SUV,31277.0,oh,39.1301,-84.601
1FMCU0D71BKB72131,6995,like new,gas,full-size,SUV,149306.0,nc,35.9426,-80.0006
4T1FA38P37U111571,7990,excellent,gas,mid-size,convertible,108772.0,va,38.3524,-77.7538
1FMCU9EG3CKB88240,8450,excellent,gas,full-size,SUV,113000.0,va,38.9268,-78.1796
1C4NJRFB6GD764843,14800,like new,gas,mid-size,SUV,62300.0,va,38.0144,-79.0298
2A8HR54P28R650584,5450,like new,gas,full-size,mini-van,162000.0,va,38.9268,-78.1796
1GAZGPFG4J1287413,20950,like new,gas,full-size,van,38601.0,nc,35.1299,-80.9795
1FTDX1729VNB89252,3900,like new,gas,full-size,truck,242163.0,nc,35.9426,-80.0006
4T1BF28B71U161704,5995,like new,gas,compact,sedan,221327.0,nc,35.9426,-80.0006
1A8HW58257F563176,0,excellent,gas,full-size,SUV,110951.0,nc,36.0681,-79.8793
5GAKRBKD9GJ195645,14995,like new,gas,full-size,SUV,129626.0,va,38.3611,-78.9381
3FA6P0LU6ER272215,8950,excellent,gas,mid-size,sedan,116576.0,nc,35.1297,-80.9798
1J4PN5GK5AW109678,8450,excellent,gas,full-size,SUV,141000.0,va,38.9268,-78.1796
1D4GP45R06B713540,3990,excellent,gas,full-size,mini-van,127000.0,va,38.9268,-78.1796
3FA6P0D95DR298913,8950,like new,gas,mid-size,sedan,123669.0,nc,35.1287,-80.9338
5XYKU3A60CG247888,0,excellent,gas,mid-size,SUV,175870.0,oh,39.2868,-84.4683
KNDJX3A5XE7098349,8895,good,gas,compact,hatchback,116447.0,va,38.3611,-78.9381
2GKFLUEK6H6317310,12950,like new,gas,full-size,SUV,117458.0,va,38.3611,-78.9381
3GNCJLSB1HL191024,0,excellent,gas,compact,wagon,30301.0,oh,39.1301,-84.601
1GYS4BKJ6LR202799,0,excellent,gas,full-size,SUV,15184.0,oh,39.2868,-84.4683
5TFDY5F10DX311870,24999,excellent,gas,full-size,truck,143503.0,va,37.3367,-79.2398
3FAHP0JG8CR358726,6995,like new,gas,compact,sedan,176496.0,nc,35.9426,-80.0006
1FTNE1YM5FKA60826,18950,excellent,gas,full-size,van,84380.0,nc,35.1287,-80.9338
3GTU2NEC4HG496522,35999,excellent,gas,full-size,pickup,105157.0,va,37.3367,-79.2399
2CTFLXE59B6457516,9950,excellent,gas,mid-size,SUV,109269.0,nc,35.1287,-80.9338
2C4JRGAG9ER235461,9950,excellent,gas,mid-size,van,84618.0,nc,35.1287,-80.9338
1FDRF3G6XEEA54400,13950,excellent,gas,full-size,pickup,145420.0,nc,35.1299,-80.9795
1C4NJRFB2HD151796,14500,excellent,gas,compact,SUV,39043.0,nc,35.1287,-80.9338
3GCUKREC1EG167005,26700,excellent,gas,full-size,truck,104358.0,va,37.3367,-79.2399
1GNFK26349R250553,0,excellent,gas,full-size,SUV,124555.0,oh,39.2868,-84.4683
1FTPW14536FB28750,8990,good,gas,full-size,pickup,153000.0,va,36.7413,-76.1785
3C7WDSAL1CG223573,18990,good,diesel,full-size,truck,242000.0,va,36.8196,-76.2129
2C3CDZFJ2HH633021,0,excellent,gas,mid-size,coupe,25159.0,oh,39.2868,-84.4683
2C4RDGCG5DR686853,24000,like new,gas,full-size,mini-van,40050.0,va,36.7352,-76.2384
5GAKRCKD9DJ138587,11950,excellent,gas,full-size,SUV,119271.0,nc,35.1287,-80.9338
JTLKE50E481028378,5000,good,gas,mid-size,SUV,189231.0,nc,36.2552,-79.9705
WAUJGAFD6FN018348,29995,excellent,gas,full-size,sedan,57728.0,or,44.0223,-121.29899999999999
KMHHN66F07U235063,5949,excellent,gas,mid-size,hatchback,92.0,ca,34.2454,-118.42200000000001
WBAPK5G53BNN27900,6250,good,gas,compact,sedan,105000.0,ky,38.428000000000004,-83.708
1FMFU18L03LB91324,2750,good,gas,full-size,SUV,234889.0,ky,37.9988,-84.1948
JTMDFREV8D5002337,14950,good,gas,full-size,SUV,94510.0,ky,37.998000000000005,-84.1932
3GCPCTE0XDG114508,14950,good,gas,full-size,truck,148248.0,ky,37.998000000000005,-84.1932
2D4RN4DE4AR310944,4550,excellent,gas,full-size,mini-van,167932.0,ky,38.0518,-84.4568
1FTYR1CM5KKB55213,28950,excellent,gas,full-size,van,23890.0,nc,35.1299,-80.9795
2G2WR524941342154,3500,good,gas,mid-size,sedan,141000.0,or,44.2767,-121.19
KL4CJASB7HB035062,0,excellent,gas,compact,SUV,26823.0,oh,39.1301,-84.601
1B3CC1FB3AN236473,4750,excellent,gas,mid-size,sedan,118025.0,ky,38.0518,-84.4568
1N6AA0EJ6BN312426,12700,excellent,gas,full-size,truck,158181.0,ky,38.0518,-84.4568
XXXXXXXXXX,17000,like new,gas,mid-size,pickup,83523.0,oh,40.009,-83.9139
NM0LS7F76G1262031,18950,excellent,gas,mid-size,van,20087.0,nc,35.1287,-80.9338
1GYFK26249R177811,12500,excellent,gas,full-size,SUV,188000.0,nc,36.0343,-79.7905
1GCEC14X45Z177549,5600,good,gas,mid-size,pickup,102889.0,oh,39.739000000000004,-84.0856
5N1AT2MV6HC811692,0,excellent,gas,mid-size,wagon,56903.0,oh,39.1301,-84.601
KNDJP3A54F7226862,0,excellent,gas,compact,wagon,62326.0,oh,39.2868,-84.4683
1J8FT28W18D731832,0,excellent,gas,compact,SUV,145515.0,oh,39.2868,-84.4683
5TDZA3EH2AS003100,0,excellent,gas,mid-size,SUV,98774.0,oh,39.2868,-84.4683
1FD0W5GT1DEA27126,24500,excellent,diesel,full-size,truck,99582.0,oh,39.6288,-84.1416
1GCRCSE04DZ352776,0,excellent,gas,mid-size,truck,74796.0,oh,39.2868,-84.4683
JA4AZ3A36JJ003494,0,excellent,gas,mid-size,SUV,50913.0,oh,39.1301,-84.601
2FMPK3J98GBC21678,13950,excellent,gas,mid-size,SUV,79744.0,nc,35.1299,-80.9795
5FNRL38767B029578,3800,good,gas,full-size,van,227493.0,nc,36.6895,-79.8571
1FMCU9GXXDUC43480,0,excellent,gas,mid-size,SUV,116275.0,oh,39.1301,-84.601
3C4NJDDB5LT163482,26990,good,gas,full-size,SUV,10577.0,or,44.257,-121.18
4M2CU97138KJ09373,0,excellent,gas,mid-size,SUV,109973.0,oh,39.2868,-84.4683
1C6RR6FTXES190538,0,excellent,gas,mid-size,truck,130725.0,oh,39.2868,-84.4683
1FMYU01BX1KF62769,1800,good,gas,full-size,SUV,321248.0,nc,36.6895,-79.8571
1C3AN69LX4X002636,5500,excellent,gas,sub-compact,coupe,117566.0,oh,39.7155,-84.1637
5TFDZ5BN8GX002710,23997,excellent,gas,full-size,pickup,78000.0,nc,35.0831,-80.6597
JF1SF65591H761438,800,fair,gas,mid-size,wagon,295000.0,nc,35.4141,-80.6162
1GCWGAFG6K1233961,28877,excellent,gas,full-size,van,6378.0,va,36.6883,-76.2305
WDBCB20A4DB051327,2400,good,diesel,full-size,sedan,410000.0,or,42.1424,-121.954
JT3HN87RXY0280176,4950,good,gas,mid-size,SUV,215941.0,oh,39.3736,-84.4548
3N6CM0KN2KK705739,19455,excellent,gas,compact,van,29410.0,va,36.6883,-76.2305
3TMLU42N29M020777,17980,excellent,gas,full-size,truck,145784.0,ky,37.9119,-84.5593
1N6ND11S3KC360782,3999,fair,gas,compact,pickup,113101.0,ca,34.2218,-118.98700000000001
1GC4K0EY2JF180672,29500,salvage,diesel,full-size,truck,90000.0,ky,37.964,-83.8558
JN8AS58V58W115797,4900,good,gas,full-size,SUV,131400.0,oh,39.4353,-83.8296
JM1DKFB78H0175584,0,excellent,gas,compact,wagon,23905.0,oh,39.1301,-84.601
1GYS4BKJ1LR208445,0,excellent,gas,full-size,SUV,3487.0,oh,39.2868,-84.4683
1GNSKAE03BR166360,0,excellent,gas,full-size,SUV,94425.0,oh,39.2868,-84.4683
2FAFP74W5XX242104,4500,excellent,gas,full-size,sedan,1160282.0,oh,39.8999,-83.7724
2HGFG21597H703776,9975,excellent,gas,sub-compact,coupe,157216.0,wa,47.2166,-122.348
JF1VA1D65F9836579,22995,good,gas,compact,sedan,76310.0,or,45.5248,-122.656
1GNEK13T85R253377,4500,good,gas,full-size,SUV,207000.0,va,36.1946,-76.4881
1J4GW58N14C358734,5495,good,gas,full-size,SUV,135000.0,ky,37.4595,-84.8528
3MZBN1K78HM103201,0,excellent,gas,mid-size,hatchback,38827.0,oh,39.1301,-84.601
1FM5K8F86KGB11055,33711,good,gas,full-size,SUV,37264.0,oh,40.5439,-84.4026
1FM5K7F84KGB12585,29986,good,gas,full-size,SUV,42581.0,oh,40.5439,-84.4026
2C4RDGCG2KR748304,17985,good,gas,full-size,van,44736.0,oh,40.5439,-84.4026
