vin,price,condition,fuel,size,type,odometer,state,lat,long
2C4RDGCG0KR584115,18997,like new,gas,mid-size,mini-van,42111.0,in,40.0446,-86.4697
WVGAV7AX3DW554979,12997,like new,gas,mid-size,SUV,43135.0,in,40.0446,-86.4697
2HKRW2H86HH621091,22700,like new,gas,mid-size,SUV,57499.0,in,40.0446,-86.4697
2HKRW2H56HH615989,20997,like new,gas,mid-size,SUV,69179.0,in,40.0446,-86.4697
5TDJK3DCXES078181,15997,like new,gas,mid-size,mini-van,110239.0,in,40.0446,-86.4697
KNDPBCAC0F7722393,13997,excellent,gas,mid-size,SUV,55513.0,in,40.0446,-86.4697
4A4AR4AU2FE039294,13997,like new,gas,mid-size,SUV,37229.0,in,40.0446,-86.4697
1FTSX21515EA18513,15500,like new,gas,mid-size,truck,22800.0,in,41.4734,-86.4808
4T1B11HK1JU570452,22500,excellent,gas,full-size,sedan,14000.0,pa,40.7925,-77.8523
WDBSK70F49F153974,31900,excellent,gas,mid-size,convertible,52000.0,me,44.20399999999999,-69.794
1C4AJWAG2DL543077,23975,excellent,gas,mid-size,SUV,39774.0,or,43.7974,-123.05799999999999
5N1AN08W86C519542,7980,good,gas,full-size,SUV,138462.0,or,44.04600000000001,-123.042
2C4RDGCG9DR550967,7975,excellent,gas,full-size,mini-van,114045.0,or,43.7974,-123.05799999999999
5N1AT2MTXFC751606,16997,excellent,gas,mid-size,SUV,49199.0,il,40.0446,-86.4697
3GNFK16317G102531,9995,good,gas,full-size,SUV,183521.0,mn,46.8422,-96.7691
1GT12YEG9FF578297,29995,good,gas,full-size,truck,88095.0,in,41.6807,-86.126
1G11B5SA7GU116650,13995,like new,gas,mid-size,sedan,25807.0,or,43.7974,-123.05799999999999
1HGCP36889A036776,8300,excellent,gas,mid-size,sedan,93652.0,pa,41.0115,-76.4384
JN1AZ4EH8AM503286,19500,excellent,gas,mid-size,coupe,47200.0,pa,41.2472,-77.1527
5YFBURHE5FP315389,13495,good,gas,compact,sedan,70643.0,or,45.5248,-122.656
3C4PDCEG7ET312465,12995,good,gas,full-size,SUV,59084.0,in,41.7018,-86.0006
1FMEU33867UA09846,8995,excellent,gas,mid-size,truck,168930.0,or,44.0481,-123.12299999999999
2FMHK6DT2CBD10217,10995,excellent,gas,full-size,SUV,139032.0,or,44.0481,-123.12299999999999
2GTEK19T531369965,5995,good,gas,full-size,truck,105686.0,in,41.7018,-86.0006
2FMDK3JC5ABA02490,6995,good,gas,full-size,SUV,121273.0,in,41.7018,-86.0006
2G4WD582X71191874,5990,like new,gas,full-size,sedan,112068.0,pa,41.321000000000005,-76.877
4T1BE46K69U821342,7000,excellent,gas,full-size,sedan,123265.0,pa,41.3138,-76.8821
1FT7W2BT7BEB12803,24500,excellent,diesel,full-size,truck,183792.0,in,39.1573,-85.2938
3C63RRGL6GG137237,33500,excellent,diesel,full-size,truck,127274.0,in,39.1573,-85.2938
1FT7W2BT9CEA79272,23500,excellent,diesel,full-size,truck,159385.0,in,39.1573,-85.2938
1FTSW21P06EB22934,11900,excellent,diesel,full-size,truck,175860.0,in,39.1573,-85.2938
4S3BL626X87221564,5999,good,gas,mid-size,sedan,131510.0,pa,41.2237,-77.0388
JTDBT4K30CL022842,6995,good,gas,compact,sedan,127563.0,or,44.0534,-123.119
1C4RDJFG9GC425120,19997,like new,gas,full-size,SUV,98710.0,in,40.0446,-86.4697
2GKFLWE38F6129941,18997,excellent,gas,mid-size,SUV,34929.0,in,40.0446,-86.4697
3GCUKSEC7HG471953,38997,excellent,gas,full-size,pickup,75097.0,in,40.0446,-86.4697
2A8HR44EX9R529019,5800,excellent,gas,full-size,van,160447.0,me,44.1384,-70.2259
3C4PDCBG4HT538570,16997,like new,gas,mid-size,SUV,43579.0,in,40.0446,-86.4697
3GCPKSE77DG364279,24997,excellent,gas,full-size,pickup,104449.0,in,40.0446,-86.4697
1HGCR2F38FA104806,15997,excellent,gas,mid-size,sedan,38969.0,in,40.0446,-86.4697
1G6AX5SX0E0122228,18997,excellent,gas,mid-size,sedan,70669.0,in,40.0446,-86.4697
1FMCU9JD9HUC06344,18997,like new,gas,mid-size,SUV,64241.0,in,40.0446,-86.4697
2C4RDGCG0KR584115,18997,like new,gas,mid-size,mini-van,42111.0,in,40.0446,-86.4697
2HKRW2H86HH621091,22700,like new,gas,mid-size,SUV,57499.0,in,40.0446,-86.4697
2HKRW2H56HH615989,20997,like new,gas,mid-size,SUV,69179.0,in,40.0446,-86.4697
WBAEK13597CN82361,17995,excellent,gas,mid-size,convertible,59870.0,pa,39.9707,-76.7058
2FAFP70WX3X149692,10995,excellent,gas,mid-size,sedan,5337.0,pa,39.9707,-76.7058
5TFUM5F15AX014522,14995,excellent,gas,full-size,truck,146000.0,me,44.9827,-69.2783
1GTJC39132E199320,10950,good,diesel,full-size,pickup,204197.0,or,43.7982,-123.059
A7271,39500,excellent,gas,mid-size,coupe,6500.0,or,43.7982,-123.06
4F3738H519794,16450,excellent,gas,full-size,coupe,39175.0,or,43.7982,-123.06
KMHTC6AD0CU020590,5995,good,gas,compact,hatchback,137200.0,pa,39.9758,-76.753
3VWLL7AJ1DM352153,7950,excellent,diesel,mid-size,sedan,136025.0,nh,41.3253,-72.2108
3C6JD7AT5CG223975,16995,excellent,gas,full-size,truck,122000.0,pa,39.8145,-76.9929
1N6AA0EJ5DN309505,22995,excellent,gas,full-size,pickup,87000.0,pa,39.8145,-76.9929
KNMAT2MVXFP511972,12495,good,gas,compact,SUV,101121.0,or,44.0534,-123.119
1GNSKKE37BR183324,0,excellent,gas,full-size,SUV,170042.0,ia,41.5423,-93.6252
1G1AD5F5XA7133245,2850,good,gas,compact,sedan,147000.0,il,40.1317,-88.2854
3GTU2VEJ5FG514389,39997,excellent,gas,full-size,pickup,51141.0,il,40.0446,-86.4697
1GNKVGED0BJ134283,10995,good,gas,mid-size,SUV,123392.0,or,44.0534,-123.119
2T1BU4EE8AC465559,9995,excellent,gas,mid-size,sedan,67978.0,pa,39.9707,-76.7058
1LNHM81W0YY935651,7995,excellent,gas,full-size,sedan,64550.0,pa,39.9707,-76.7058
1FTMF1C89GKF57592,17995,like new,gas,full-size,truck,96094.0,pa,39.9707,-76.7058
JA32U8FW8FU007740,16995,excellent,gas,mid-size,sedan,31047.0,pa,39.9707,-76.7058
WBSBR93446PK12023,23995,excellent,gas,compact,convertible,53381.0,pa,39.9707,-76.7058
5J6RE48718L041369,7995,good,gas,compact,SUV,147699.0,or,44.0534,-123.119
1G1AK55F771183142,6000,excellent,gas,mid-size,sedan,43169.0,ia,41.946999999999996,-91.6907
2T3BF4DV1BW085532,4995,good,gas,full-size,SUV,238395.0,ia,42.0119,-91.635
WVWHV71K89W101813,7995,good,gas,compact,hatchback,86076.0,or,44.0534,-123.119
2GKFLTEK3D6180556,9495,good,gas,full-size,SUV,98509.0,ia,42.0119,-91.635
1C3CC4FB0AN232725,5995,good,gas,mid-size,sedan,76159.0,or,44.0534,-123.119
5LMFU28578LJ15756,10495,good,gas,full-size,SUV,141882.0,or,44.0534,-123.119
JHLRE48517C090903,5995,good,gas,full-size,SUV,173000.0,ia,42.0119,-91.635
JF1GE6B67BH501076,7995,good,gas,mid-size,sedan,134322.0,or,44.0534,-123.119
JTHBK1EGOB2418370,10000,excellent,gas,sub-compact,sedan,105834.0,nh,43.0617,-71.4444
1GCEC14Z8PE146039,3500,good,gas,full-size,pickup,131138.0,il,40.1073,-88.2788
1C3CDFBB6GD750402,7500,excellent,gas,full-size,sedan,82617.0,il,40.2811,-87.2241
YV4952DZ7C2276419,9995,good,gas,full-size,SUV,92496.0,ia,42.0119,-91.635
2A4RR6DX1AR124240,3995,good,gas,full-size,van,193000.0,ia,42.0119,-91.635
3D4GG67V99T185912,4695,good,gas,full-size,SUV,184000.0,ia,42.0119,-91.635
JM1DKFB73H0172205,17300,like new,gas,compact,SUV,5500.0,il,40.6428,-89.5988
JTMBD33V665005902,4995,good,gas,full-size,SUV,167000.0,ia,42.0119,-91.635
JF2SH6CC1AH704660,6995,good,gas,mid-size,SUV,207263.0,or,44.0534,-123.119
1FTFW1EF3DKD70073,10995,good,gas,full-size,truck,143412.0,mn,46.8422,-96.7691
2C4RC1CG1ER299704,11995,good,gas,mid-size,mini-van,102089.0,ia,42.2003,-91.7847
1GKER13758J294483,6995,excellent,gas,mid-size,SUV,129903.0,ia,42.2008,-91.7844
KL1TD56E29B607155,7400,like new,gas,compact,sedan,33575.0,ia,42.0045,-91.6628
1G1JE5SBXE4218473,7995,good,gas,mid-size,sedan,94613.0,ia,42.2007,-91.7846
JN8AR07Y7YW402780,3495,good,gas,mid-size,SUV,165240.0,ia,42.2007,-91.7849
3FAHP0JA1CR392986,8995,good,gas,mid-size,sedan,79748.0,ia,42.2007,-91.7848
2CKDL73F466072703,4995,good,gas,mid-size,SUV,106597.0,ia,42.2006,-91.7844
1G1ZS52F15F284901,3995,good,gas,mid-size,sedan,92731.0,ia,42.2006,-91.7845
1MEFM55S91G607589,3995,good,gas,mid-size,sedan,65071.0,ia,42.2006,-91.7845
1G2ZH57N694135959,5995,good,gas,mid-size,sedan,96665.0,ia,42.2009,-91.7849
1C3BC7EG7BN554919,8499,excellent,gas,mid-size,convertible,129037.0,ri,41.8221,-71.3539
3GTP2WE71DG280952,16995,excellent,gas,full-size,truck,188620.0,ia,42.2007,-91.7846
1C4RJFCG2FC942008,23999,like new,gas,mid-size,SUV,84173.0,ri,41.8221,-71.3539
3VW2K7AJ6DM412846,7999,like new,gas,mid-size,sedan,132826.0,ri,41.8221,-71.3539
2HKRM4H3XGH647410,16999,like new,gas,mid-size,SUV,98230.0,ri,41.8221,-71.3539
2C4RC1CG3DR595743,8999,excellent,gas,mid-size,van,173832.0,ri,41.8221,-71.3539
WBAPL5G53BNN23861,10995,good,gas,compact,sedan,87394.0,ia,42.5048,-92.4056
5N1AT2MV8GC754250,16499,like new,gas,mid-size,SUV,92951.0,ri,41.8221,-71.3539
JM3KE4CY4E0384916,13999,like new,gas,mid-size,SUV,77623.0,ri,41.8221,-71.3539
1FMCU0D77BKC07982,7999,excellent,gas,mid-size,SUV,101151.0,ri,41.8221,-71.3539
1J8HR58297C698637,9499,like new,gas,mid-size,SUV,135354.0,ri,41.8221,-71.3539
1YVHZ8BH6D5M03946,7999,like new,gas,mid-size,sedan,117781.0,ri,41.8221,-71.3539
3GCUKREC9FG222589,27999,like new,gas,full-size,pickup,80441.0,ri,41.8221,-71.3539
1FTPX14V38FB92447,7650,excellent,gas,full-size,truck,168000.0,ia,41.6005,-93.5611
1G1PC5SB3F7228858,8499,excellent,gas,mid-size,sedan,114001.0,ri,41.8221,-71.3539
1FTZR45E08PA80069,6995,good,gas,full-size,truck,195122.0,ia,41.6144,-93.6006
1GCHTDFP3C8117941,13995,good,gas,full-size,truck,149145.0,ia,41.6144,-93.6006
1B3CB4HA7AD533728,3500,excellent,gas,compact,sedan,141000.0,ia,42.4845,-92.325
1FAHP3F20CL403509,6299,like new,gas,compact,sedan,107701.0,ri,41.8221,-71.3539
JF1GJAC65FH002134,12999,like new,gas,mid-size,sedan,88597.0,ri,41.8221,-71.3539
5XXGN4A70DG156997,10999,like new,gas,mid-size,sedan,99822.0,ri,41.8221,-71.3539
1B3HB48B18D525181,6299,like new,gas,mid-size,wagon,82407.0,ri,41.8221,-71.3539
WBAVL1C56EVY22626,10999,like new,gas,mid-size,SUV,122049.0,ri,41.8221,-71.3539
3D4PG1FG7BT544122,9999,excellent,gas,mid-size,SUV,78346.0,ri,41.8221,-71.3539
1C4HJWEGXCL198954,23999,like new,gas,mid-size,SUV,99671.0,ri,41.8221,-71.3539
1J4NT4FA8AD599531,6299,excellent,gas,compact,SUV,125493.0,ri,41.8221,-71.3539
5NPEB4AC4BH052902,7499,excellent,gas,mid-size,sedan,102128.0,ri,41.8221,-71.3539
1FATP8FF4K5138400,35950,like new,gas,compact,convertible,32074.0,ia,42.5088,-94.1807
KMHTC6AD8GU277180,10999,like new,gas,compact,hatchback,72773.0,ri,41.8221,-71.3539
2G1WG5EK2B1247484,8499,like new,gas,mid-size,sedan,79785.0,ri,41.8221,-71.3539
1FMCU9GXXDUC14903,10995,good,gas,full-size,SUV,112410.0,ia,41.6217,-94.01700000000001
2FTHF25G7PCA11826,3955,good,gas,full-size,truck,109000.0,ia,41.6642,-93.8977
1GNEK13T7YJ109077,3950,good,gas,full-size,SUV,252000.0,ia,41.6862,-93.9707
1GCRKSE74CZ267998,11995,excellent,gas,full-size,pickup,183106.0,ri,42.2255,-71.7621
1FALP4444VF173222,5500,excellent,gas,sub-compact,convertible,46000.0,ia,42.4845,-92.325
1GDFG154X91109768,19995,excellent,gas,full-size,van,79602.0,ia,41.6381,-93.6203
2G1FJ1EJ2C9134848,15500,excellent,gas,compact,coupe,95000.0,il,40.1073,-88.2788
WBA8E3G59GNU00785,20700,excellent,gas,compact,sedan,23100.0,il,39.1333,-88.4885
SALAE25458A490690,9995,excellent,gas,full-size,SUV,110047.0,ri,42.2255,-71.7621
1FTFW1EF1BFC68812,13500,excellent,gas,full-size,pickup,150800.0,ri,42.2255,-71.7621
3D4PG4FB4AT154700,4000,good,gas,mid-size,van,169736.0,or,43.786,-123.06
1NXBR32E37Z875970,5995,excellent,gas,compact,sedan,132031.0,or,45.4881,-122.58
WBAWV53568P078458,4500,excellent,gas,compact,coupe,256000.0,ri,41.4876,-71.3271
2761801,145000,excellent,gas,compact,coupe,10000.0,me,42.9776,-70.8267
1MEHM55S81A654401,2000,good,gas,full-size,sedan,101831.0,ri,41.6211,-71.089
1FMEU7DE6AUB07231,4800,good,gas,mid-size,SUV,123500.0,ri,41.4876,-71.3271
1FTFW1ET6BFC08868,0,excellent,gas,full-size,pickup,177406.0,ri,41.2015,-73.1031
1GCPKSE38BF131183,0,excellent,gas,full-size,pickup,112607.0,ri,41.2015,-73.1031
1GCHK29U57E188574,0,excellent,gas,full-size,pickup,110674.0,ri,41.2015,-73.1031
1GT22XEG8FZ112177,22995,excellent,gas,full-size,pickup,61000.0,me,42.7156,-71.1157
1GTV2NEC6HZ271832,29995,excellent,gas,full-size,pickup,62000.0,me,42.7152,-71.1154
WVWBW7AH7CV012660,11990,excellent,gas,mid-size,convertible,104321.0,mn,47.9202,-97.045
1GNSKBE06DR308421,18990,excellent,gas,full-size,SUV,119314.0,mn,47.9202,-97.045
2A4RR5D19AR152597,6495,excellent,gas,full-size,mini-van,118000.0,ri,41.9296,-71.3009
1GCNKPEA6CZ149037,13990,excellent,gas,full-size,pickup,83342.0,mn,47.9202,-97.045
5GAKRBKD0FJ265046,15990,excellent,gas,full-size,SUV,139779.0,mn,47.9202,-97.045
JF1GH6B66BH802915,6750,excellent,gas,mid-size,wagon,164330.0,ri,41.3253,-72.2108
1FTEX1EMXBFB94507,10495,good,gas,full-size,truck,205514.0,me,42.728,-71.181
1GKFK06289J108391,14999,good,gas,full-size,SUV,149725.0,me,42.8356,-71.0934
1J4RR5GT6BC642731,12999,good,gas,full-size,SUV,144103.0,me,42.8356,-71.0934
YV126MEB6F1192076,11499,excellent,gas,mid-size,sedan,79000.0,or,42.3376,-122.88
1GKKVTED2BJ303712,13999,good,gas,full-size,SUV,129921.0,me,42.8356,-71.0934
2FMDK4AC4ABA21845,11999,good,gas,full-size,SUV,106424.0,me,42.8356,-71.0934
1FTFW1EV0AKB05517,17999,good,gas,full-size,truck,129973.0,me,42.8356,-71.0934
1GKFK33089R210053,15950,excellent,gas,full-size,SUV,93000.0,ri,41.3253,-72.2108
1GKKVRKD7EJ337897,14999,good,gas,full-size,SUV,117647.0,me,42.8356,-71.0934
2HNYD28739H526842,10999,good,gas,full-size,SUV,144705.0,me,42.8356,-71.0934
1FMCU9EG3CKB38342,10999,good,gas,full-size,SUV,67950.0,me,42.8356,-71.0934
1FMCU9G92DUB19818,9999,good,gas,full-size,SUV,119999.0,me,42.8356,-71.0934
WAUJGAFD6FN018348,29995,excellent,gas,full-size,sedan,58248.0,or,44.0223,-121.29899999999999
1FAHP60A52Y126679,11999,excellent,gas,compact,convertible,44000.0,or,42.3376,-122.88
5TDBT44A95S254773,7450,excellent,gas,full-size,SUV,186553.0,ri,41.3253,-72.2108
JF2GPAVC1DH813648,10999,good,gas,full-size,SUV,134518.0,me,42.8356,-71.0934
2FMHK6C82EBD29902,12999,good,gas,full-size,SUV,135928.0,me,42.8356,-71.0934
2G61L5S35G9141522,17999,excellent,gas,mid-size,sedan,54000.0,or,42.3376,-122.88
3VWL17AJ6FM324244,10999,excellent,gas,compact,sedan,98000.0,or,42.3376,-122.88
WBAFU7C51BC777784,13999,excellent,gas,mid-size,sedan,98000.0,or,42.3376,-122.88
WDDHF8JB4EB028711,16999,excellent,gas,mid-size,sedan,84000.0,or,42.3376,-122.88
3GYFK22289G123207,14999,good,gas,full-size,SUV,147125.0,me,42.8356,-71.0934
JT3HP10V0V0139671,4299,excellent,gas,compact,SUV,209000.0,or,42.3376,-122.88
1GKS2KE78ER203617,14999,good,gas,full-size,SUV,143197.0,me,42.8356,-71.0934
WDDGF5EBXAF378352,8999,excellent,gas,compact,sedan,126000.0,or,42.3376,-122.88
3GCPKTE35BG206443,18999,good,gas,full-size,truck,125016.0,me,42.8356,-71.0934
3GTU2UEC4EG255680,22999,good,gas,full-size,truck,165989.0,me,42.8356,-71.0934
3GTP2UEA1BG367831,18999,good,gas,full-size,truck,79610.0,me,42.8356,-71.0934
5FNYF4H68DB049388,13999,good,gas,full-size,SUV,135555.0,me,42.8356,-71.0934
5TFAY5F10JX730199,44000,excellent,gas,full-size,pickup,22000.0,or,42.3899,-122.92200000000001
3D7KS28A18G132662,21999,good,gas,full-size,truck,170636.0,me,42.8356,-71.0934
2C3CDXKT7GH319696,12345,good,gas,mid-size,sedan,97000.0,ia,41.6862,-93.9707
1FTFW1ET5DKE24527,15250,excellent,gas,full-size,truck,131000.0,ia,41.6862,-93.9707
5YFBURHE5FP315389,13495,good,gas,compact,sedan,70643.0,or,45.5249,-122.656
1FTSW31F61EB25004,24000,excellent,diesel,full-size,truck,139574.0,or,42.4638,-123.346
1FMCU9DG2CKA84260,5995,good,gas,mid-size,SUV,134000.0,ia,41.6862,-93.9707
1G1YY22G145115595,11550,good,gas,mid-size,coupe,136000.0,ia,41.6862,-93.9707
1N6AA07B94N525945,5999,good,gas,full-size,truck,164473.0,me,42.8356,-71.0934
KL1TD5DE8AB123918,4875,good,gas,sub-compact,sedan,116686.0,or,42.3473,-122.887
1N4AL3AP7HC281108,10675,excellent,gas,mid-size,sedan,82000.0,ia,41.6862,-93.9707
JTEHF21A230101111,3995,good,gas,mid-size,SUV,219000.0,ia,41.6862,-93.9707
JA4AR3AW2JZ016027,14595,like new,gas,mid-size,SUV,18000.0,ia,41.6862,-93.9707
4T1BK3DB3CU454638,9380,excellent,gas,mid-size,sedan,124000.0,ia,41.6862,-93.9707
1GNFK36329R196546,14999,good,gas,full-size,SUV,140567.0,me,42.8356,-71.0934
5FNRL5H65DB017372,12999,good,gas,full-size,van,128672.0,me,42.8356,-71.0934
1GNFK13077J209690,11999,good,gas,full-size,SUV,115332.0,me,42.8356,-71.0934
2T1BU4EE3BC738960,6950,excellent,gas,mid-size,sedan,100000.0,ia,41.6862,-93.9707
1N4AL11D65N400941,2427,good,gas,mid-size,sedan,173000.0,ia,41.6862,-93.9707
2C4RDGBG9ER473813,6920,excellent,gas,mid-size,mini-van,128000.0,ia,41.6862,-93.9707
5TFSX5ENXKX070525,27300,excellent,gas,mid-size,truck,3000.0,ia,41.6862,-93.9707
1G4HD57277U223548,8995,excellent,gas,full-size,sedan,65000.0,ia,41.6381,-93.6203
2GTEK19T041315281,5999,good,gas,full-size,truck,150347.0,me,42.8356,-71.0934
4S4BRBCCXC3295624,10575,good,gas,mid-size,wagon,136906.0,or,42.3473,-122.887
WBA3R5C56FK371245,18999,good,gas,mid-size,coupe,83777.0,me,42.8356,-71.0934
JF1SG63653H757401,3999,good,gas,full-size,SUV,154484.0,me,42.8356,-71.0934
1GCHK24U75E300828,7999,good,gas,full-size,truck,117982.0,me,42.8356,-71.0934
1H57H3B412955,16800,excellent,gas,mid-size,coupe,14635.0,me,42.8386,-71.1069
1FT7W2B68HEB27345,44995,excellent,gas,full-size,truck,67789.0,me,42.8386,-71.1069
1FT7W2BT1CEB22812,33995,excellent,diesel,full-size,truck,125295.0,me,42.8386,-71.1069
4T1BK1EB1EU125992,15495,excellent,gas,mid-size,sedan,95342.0,wa,46.0471,-118.40899999999999
1J4FA59S1YP714077,10995,excellent,gas,mid-size,SUV,118975.0,wa,46.0471,-118.40899999999999
1FM5K8F81DGA69767,15500,good,gas,full-size,SUV,98667.0,me,44.2954,-69.7397
3D4PH1FG8BT521090,6999,good,gas,full-size,SUV,145000.0,mn,46.8759,-96.7658
3D73Y3CL8AG110620,25995,good,diesel,full-size,truck,95506.0,mi,43.0506,-83.6151
KNADM4A34D6302512,9799,excellent,gas,compact,sedan,45140.0,or,42.4281,-123.331
2T1BU4EE8BC711317,9995,excellent,gas,compact,sedan,52531.0,me,44.0946,-69.8466
JF1GJAA66GG012472,9495,excellent,gas,mid-size,sedan,108523.0,me,44.0941,-69.8476
1FBHE31H2RHA24328,6000,good,gas,full-size,van,66755.0,wa,47.0058,-123.4
JF2SJACC9EG453566,11995,excellent,gas,mid-size,SUV,98430.0,me,44.0947,-69.8471
5Y2SM67099Z401321,7995,excellent,gas,mid-size,hatchback,97797.0,me,44.0951,-69.8459
JF2SJGWC9FH498999,19000,excellent,gas,mid-size,SUV,62000.0,or,42.4638,-123.346
2LMHJ5NK4EBL53080,7995,good,gas,full-size,other,141427.0,nh,42.6724,-71.4158
WMWLN5C39H2E33768,16495,like new,gas,full-size,wagon,30236.0,ca,34.1504,-118.432
5NPEB4AC2DH775943,10495,excellent,gas,mid-size,sedan,52695.0,me,44.093,-69.8446
2HGFB2F91CH541551,9995,excellent,gas,mid-size,sedan,96521.0,me,44.0948,-69.8468
1FADP3E25FL344395,10495,like new,gas,mid-size,sedan,24535.0,me,44.0952,-69.8476
WDBSK71F59F149432,19999,excellent,gas,compact,convertible,123500.0,ri,41.6767,-71.5094
1FMJU1MT1JEA03427,59425,like new,gas,full-size,SUV,10329.0,wa,48.1075,-123.365
4T1BF1FK4HU627774,17893,like new,gas,mid-size,sedan,24821.0,wa,47.9843,-123.36200000000001
2C3CCAGG4HH534501,23999,excellent,gas,full-size,sedan,29628.0,mn,46.5758,-95.5744
WMWXP7C52H3B93885,19995,like new,gas,mid-size,hatchback,24230.0,ca,34.1504,-118.432
1FTNW21P34EB26177,16995,excellent,diesel,full-size,pickup,129682.0,or,45.4881,-122.58
9J87H104904,9800,good,gas,full-size,coupe,56093.0,mn,47.2158,-97.0207
JN1DV6AR3BM451716,10995,excellent,gas,compact,sedan,103493.0,or,45.4881,-122.58
1FTFW1EF4HFA06372,22995,excellent,gas,full-size,truck,167333.0,me,44.0948,-70.23899999999999
WBA5A7C57ED612714,14995,excellent,gas,full-size,sedan,84344.0,me,44.0878,-70.2314
5TFUU4EN9BX002650,10995,good,gas,mid-size,truck,237771.0,me,44.0948,-70.23899999999999
3GTEK13J98G242898,11995,excellent,gas,full-size,pickup,151609.0,me,44.0948,-70.23899999999999
1FTFX1ETOBFA98672,10995,good,gas,full-size,truck,156495.0,me,44.0948,-70.23899999999999
1FT8X3BT7BEA04625,25990,excellent,diesel,full-size,truck,152094.0,me,42.8753,-71.1562
1GNKVGEDXCJ236112,7995,excellent,gas,full-size,SUV,143406.0,mn,45.8327,-95.3891
1FTSX21R88EB49025,18990,excellent,diesel,full-size,truck,177448.0,me,42.8753,-71.1562
2GTEK13M481205289,14995,excellent,gas,full-size,pickup,128487.0,me,42.8753,-71.1562
WDDUG8FB1FA157646,41990,excellent,gas,full-size,sedan,37202.0,me,42.8753,-71.1562
JF1VA2S64F9804120,25995,excellent,gas,compact,sedan,68989.0,me,42.8753,-71.1562
4S4BP61C067312976,4975,excellent,gas,mid-size,wagon,171257.0,me,43.6318,-70.2709
2GKFLPE3XG6201830,15990,excellent,gas,mid-size,SUV,88298.0,mn,47.9202,-97.045
1GC1KUEG8JF161044,23990,excellent,gas,full-size,pickup,148774.0,mn,47.9202,-97.045
1J4HA5H16BL572468,28990,excellent,gas,full-size,SUV,99545.0,mn,47.9202,-97.045
1G4P15SK8H4114125,12990,good,gas,mid-size,sedan,88093.0,mn,47.9202,-97.045
1C4PJMAK5CW209111,6995,excellent,gas,full-size,SUV,133645.0,me,42.8874,-71.30199999999999
5TEUU4EN3AZ734621,7995,excellent,gas,full-size,truck,312127.0,me,42.8874,-71.30199999999999
1FTFX1ET4CFA31459,13995,excellent,gas,full-size,truck,158784.0,me,42.8874,-71.30199999999999
3GCPKSE30BG231325,14495,excellent,gas,full-size,truck,155057.0,me,42.8874,-71.30199999999999
4T1BE32KX3U220426,4690,excellent,gas,mid-size,sedan,125000.0,me,44.6124,-70.1947
KNAGN4A73B5120753,8900,excellent,gas,full-size,sedan,91000.0,me,43.9681,-70.5988
1FDSE35P49DA40729,17995,excellent,diesel,full-size,truck,110339.0,me,42.8386,-71.1069
1FT7W2B61KEE17059,54995,excellent,gas,full-size,truck,37656.0,me,42.8386,-71.1069
1FT8W3BT7CEA84870,36995,excellent,diesel,full-size,truck,143242.0,me,42.8386,-71.1069
3MEHM08129R608991,5699,excellent,gas,full-size,sedan,80000.0,ri,41.9296,-71.3009
JTDBR32E842031080,2595,fair,gas,compact,sedan,173000.0,me,43.3993,-70.4859
1FDXF46Y86ED65082,13900,good,gas,full-size,truck,121000.0,or,43.3817,-124.24799999999999
JTEEP21AX70231983,8500,excellent,gas,full-size,SUV,166432.0,me,43.2996,-70.7421
1HGCP2F38CA129576,8971,good,gas,mid-size,sedan,120386.0,az,34.2998,-110.0
1NXBR32E37Z875970,5995,excellent,gas,compact,sedan,132031.0,or,45.4881,-122.58
3GCPKTE3XBG168546,20995,excellent,gas,full-size,truck,129408.0,me,43.4823,-70.4756
5TFJX4GNXFX050347,22751,good,gas,mid-size,pickup,77781.0,az,34.2998,-110.0
JN8AS5MV8DW622757,8995,good,gas,mid-size,SUV,100554.0,az,34.2471,-110.04899999999999
5TDKK3DC5DS284012,17251,good,gas,full-size,mini-van,40061.0,az,34.2998,-110.0
JTJHW31U472016010,8995,excellent,hybrid,mid-size,SUV,126408.0,az,34.2471,-110.04899999999999
1J4RR4GGXBC702247,14995,excellent,gas,full-size,SUV,79282.0,ny,41.1975,-74.6297
WBAUC7C51AVK81008,10000,good,gas,compact,coupe,90000.0,az,31.555,-110.303
5FNRL5H97DB008988,11999,good,gas,full-size,van,142362.0,az,33.5703,-112.06200000000001
3GTP1VE09DG337821,17999,good,gas,full-size,truck,150362.0,az,33.5703,-112.06200000000001
1C6RR7SM3ES478583,23999,good,diesel,full-size,truck,113278.0,az,33.5703,-112.06200000000001
3C6JR6AT6EG198860,15999,good,gas,full-size,truck,104906.0,az,33.5703,-112.06200000000001
3GCPCSE00CG164391,19799,good,gas,full-size,truck,118416.0,az,33.5703,-112.06200000000001
1FMHK7D81CGA27611,9250,excellent,gas,full-size,SUV,168625.0,az,32.2367,-110.866
1FTFW1ET5EFA71989,27999,excellent,gas,full-size,truck,91788.0,fl,28.4661,-81.3964
5XYKW4A21DG364572,11500,good,gas,mid-size,SUV,108863.0,az,31.8269,-111.07600000000001
JF1SG63606H704674,3190,good,gas,mid-size,wagon,145875.0,nh,42.7485,-71.5772
5UXKR2C59G0R69256,25999,excellent,gas,full-size,SUV,53898.0,fl,28.4661,-81.3964
1FTEW1CBXKKC43829,30999,excellent,gas,full-size,truck,42397.0,fl,28.4661,-81.3964
1C6RR6FG4KS673781,25999,excellent,gas,full-size,truck,14954.0,fl,28.4661,-81.3964
